id,shoes_id,size,color,stock
1985,230,6.5,#312951,110
1986,230,7.0,#000000,90
1987,230,7.5,#5E6167,100
1988,230,8.0,#FF0000,60
1989,230,8.5,#5E6167,60
1990,231,4.5,#FF0000,20
1991,231,5.0,#FF0000,130
1992,231,5.5,#312951,40
1993,231,6.0,#5E6167,100
1994,231,6.5,#312951,80
1995,231,7.0,#FFFFFF,160
1996,231,7.5,#FFD700,150
1997,231,8.0,#FFD700,130
1998,231,8.5,#FF0000,10
1999,232,4.5,#FFD700,20
2000,232,5.0,#FFD700,20
2001,232,5.5,#000000,90
2002,232,6.0,#5E6167,200
2003,232,6.5,#000000,140
2004,232,7.0,#FFD700,40
2005,232,7.5,#FFFFFF,70
2006,232,8.0,#FFD700,160
2007,232,8.5,#FFD700,170
2008,233,4.5,#312951,160
2009,233,5.0,#FFFFFF,190
2010,233,5.5,#000000,130
2011,233,6.0,#FFD700,30
2012,233,6.5,#FF0000,40
2013,233,7.0,#312951,180
2014,233,7.5,#312951,50
2015,233,8.0,#000000,200
2016,233,8.5,#FFFFFF,80
2017,234,4.5,#FFD700,160
2018,234,5.0,#000000,190
2019,234,5.5,#000000,160
2020,234,6.0,#FFD700,90
2021,234,6.5,#FFFFFF,110
2022,234,7.0,#FFD700,100
2023,234,7.5,#FF0000,80
2024,234,8.0,#FFD700,170
2025,234,8.5,#FF0000,80
2026,235,4.5,#5E6167,20
2027,235,5.0,#312951,80
2028,235,5.5,#000000,40
2029,235,6.0,#312951,10
2030,235,6.5,#000000,190
2031,235,7.0,#5E6167,80
2032,235,7.5,#5E6167,20
2033,235,8.0,#FF0000,70
2034,235,8.5,#FF0000,80
2035,236,4.5,#000000,100
2036,236,5.0,#000000,160
2037,236,5.5,#FFFFFF,20
2038,236,6.0,#312951,140
2039,236,6.5,#000000,150
2040,236,7.0,#FF0000,60
2041,236,7.5,#000000,40
2042,236,8.0,#FFFFFF,20
2043,236,8.5,#000000,100
2044,237,4.5,#5E6167,90
2045,237,5.0,#FFD700,20
2046,237,5.5,#5E6167,40
2047,237,6.0,#FF0000,120
2048,237,6.5,#5E6167,40
2049,237,7.0,#000000,40
2050,237,7.5,#FFFFFF,120
2051,237,8.0,#FF0000,190
2052,237,8.5,#000000,20
2053,238,4.5,#FF0000,160
2054,238,5.0,#000000,60
2055,238,5.5,#FFFFFF,190
2056,238,6.0,#000000,140
2057,238,6.5,#312951,110
2058,238,7.0,#FFD700,40
2059,238,7.5,#5E6167,40
2060,238,8.0,#312951,40
2061,238,8.5,#000000,10
2062,239,4.5,#000000,160
2063,239,5.0,#FFFFFF,160
2064,239,5.5,#312951,20
2065,239,6.0,#FFFFFF,80
2066,239,6.5,#5E6167,10
2067,239,7.0,#000000,190
2068,239,7.5,#FF0000,170
2069,239,8.0,#FFFFFF,10
2070,239,8.5,#FF0000,20
2071,240,4.5,#FF0000,80
2072,240,5.0,#000000,200
2073,240,5.5,#000000,30
2074,240,6.0,#FFFFFF,200
2075,240,6.5,#312951,120
2076,240,7.0,#312951,160
2077,240,7.5,#FFD700,140
2078,240,8.0,#312951,190
2079,240,8.5,#312951,70
2080,241,4.5,#FF0000,180
2081,241,5.0,#FFFFFF,160
2082,241,5.5,#312951,130
2083,241,6.0,#FF0000,110
2084,241,6.5,#FFFFFF,190
2085,241,7.0,#FF0000,180
2086,241,7.5,#FF0000,170
2087,241,8.0,#5E6167,70
2088,241,8.5,#FFD700,150
2089,242,4.5,#FFD700,20
2090,242,5.0,#5E6167,130
2091,242,5.5,#FFFFFF,120
2092,242,6.0,#FF0000,190
2093,242,6.5,#312951,170
2094,242,7.0,#000000,180
2095,242,7.5,#FF0000,150
2096,242,8.0,#312951,180
2097,242,8.5,#FFD700,70
2098,243,4.5,#5E6167,180
2099,243,5.0,#5E6167,10
2100,243,5.5,#FFFFFF,190
2101,243,6.0,#5E6167,200
2102,243,6.5,#000000,30
2103,243,7.0,#FFD700,140
2104,243,7.5,#FFD700,170
2105,243,8.0,#FF0000,200
2106,243,8.5,#000000,20
2107,244,4.5,#312951,200
2108,244,5.0,#5E6167,110
2109,244,5.5,#FFFFFF,60
2110,244,6.0,#000000,60
2111,244,6.5,#312951,160
2112,244,7.0,#FFFFFF,100
2113,244,7.5,#000000,120
2114,244,8.0,#312951,120
2115,244,8.5,#FFFFFF,60
2116,245,4.5,#FF0000,160
2117,245,5.0,#FF0000,170
2118,245,5.5,#FF0000,160
2119,245,6.0,#FFD700,100
2120,245,6.5,#FF0000,120
2121,245,7.0,#FFD700,160
2122,245,7.5,#FF0000,110
2123,245,8.0,#5E6167,20
2124,245,8.5,#FFD700,100
2125,246,4.5,#FF0000,90
2126,246,5.0,#FFFFFF,30
2127,246,5.5,#FFFFFF,40
2128,246,6.0,#000000,20
2129,246,6.5,#5E6167,190
2130,246,7.0,#FF0000,140
2131,246,7.5,#FF0000,130
2132,246,8.0,#FFFFFF,100
2133,246,8.5,#5E6167,160
2134,248,4.5,#FFFFFF,30
2135,248,5.0,#312951,110
2136,248,5.5,#5E6167,80
2137,248,6.0,#312951,190
2138,248,6.5,#5E6167,60
2139,248,7.0,#FFD700,70
2140,248,7.5,#FFFFFF,180
2141,248,8.0,#FFFFFF,150
2142,248,8.5,#FFFFFF,10
2143,249,4.5,#FFD700,50
2144,249,5.0,#FFD700,120
2145,249,5.5,#000000,140
2146,249,6.0,#312951,50
2147,249,6.5,#FF0000,70
2148,249,7.0,#000000,170
2149,249,7.5,#FFFFFF,90
2150,249,8.0,#FFFFFF,100
2151,249,8.5,#000000,30
2152,250,4.5,#000000,170
2153,250,5.0,#FF0000,60
2154,250,5.5,#FFD700,40
2155,250,6.0,#312951,160
2156,250,6.5,#FF0000,130
2157,250,7.0,#FFFFFF,200
2158,250,7.5,#000000,60
2159,250,8.0,#312951,130
2160,250,8.5,#5E6167,170
2161,251,4.5,#312951,80
2162,251,5.0,#FF0000,160
2163,251,5.5,#000000,200
2164,251,6.0,#5E6167,130
2165,251,6.5,#FFFFFF,50
2166,251,7.0,#FFFFFF,130
2167,251,7.5,#FFD700,100
2168,251,8.0,#FFD700,110
2169,251,8.5,#FFFFFF,60
2170,252,4.5,#FFFFFF,60
2171,252,5.0,#FFD700,100
2172,252,5.5,#FF0000,110
2173,252,6.0,#FFFFFF,30
2174,252,6.5,#312951,170
2175,252,7.0,#5E6167,80
2176,252,7.5,#FF0000,80
2177,252,8.0,#5E6167,200
2178,252,8.5,#000000,200
2179,253,4.5,#312951,20
2180,253,5.0,#FFFFFF,150
2181,253,5.5,#312951,70
2182,253,6.0,#FFD700,160
2183,253,6.5,#FF0000,190
2184,253,7.0,#5E6167,200
2185,253,7.5,#FFD700,80
2186,253,8.0,#FFFFFF,90
2187,253,8.5,#FF0000,100
2188,254,4.5,#FF0000,190
2189,254,5.0,#000000,200
2190,254,5.5,#5E6167,190
2191,254,6.0,#312951,190
2192,254,6.5,#FFD700,180
2193,254,7.0,#312951,70
2194,254,7.5,#FFD700,80
2195,254,8.0,#FF0000,10
2196,254,8.5,#FFD700,190
2197,255,4.5,#FFD700,110
2198,255,5.0,#5E6167,180
2199,255,5.5,#FFFFFF,20
2200,255,6.0,#FFFFFF,140
2201,255,6.5,#000000,130
2202,255,7.0,#FFD700,190
2203,255,7.5,#5E6167,20
2204,255,8.0,#FF0000,50
2205,255,8.5,#FF0000,180
2206,256,4.5,#5E6167,60
2207,256,5.0,#FFD700,110
2208,256,5.5,#FFFFFF,60
2209,256,6.0,#000000,140
2210,256,6.5,#312951,160
2211,256,7.0,#312951,150
2212,256,7.5,#312951,200
2213,256,8.0,#312951,140
2214,256,8.5,#FFD700,150
2215,257,4.5,#FFFFFF,80
2216,257,5.0,#FF0000,140
2217,257,5.5,#FFFFFF,170
2218,257,6.0,#FFFFFF,60
2219,257,6.5,#000000,10
2220,257,7.0,#FFFFFF,120
2221,257,7.5,#FF0000,120
2222,257,8.0,#000000,10
2223,257,8.5,#312951,140
2224,258,4.5,#000000,130
2225,258,5.0,#312951,200
2226,258,5.5,#FF0000,90
2227,258,6.0,#FFFFFF,40
2228,258,6.5,#FFFFFF,80
2229,258,7.0,#5E6167,120
2230,258,7.5,#5E6167,60
2231,258,8.0,#000000,10
2232,258,8.5,#5E6167,70
2233,259,4.5,#000000,80
2234,259,5.0,#5E6167,20
2235,259,5.5,#FF0000,120
2236,259,6.0,#FFD700,140
2237,259,6.5,#312951,50
2238,259,7.0,#312951,170
2239,259,7.5,#312951,120
2240,259,8.0,#FF0000,140
2241,259,8.5,#FFFFFF,180
2242,260,4.5,#FF0000,130
2243,260,5.0,#FFD700,100
2244,260,5.5,#FFD700,10
2245,260,6.0,#312951,140
2246,260,6.5,#FFFFFF,10
2247,260,7.0,#5E6167,120
2248,260,7.5,#312951,150
2249,260,8.0,#FFD700,70
2250,260,8.5,#FFD700,80
2251,261,4.5,#5E6167,150
2252,261,5.0,#5E6167,90
2253,261,5.5,#312951,50
2254,261,6.0,#312951,190
2255,261,6.5,#000000,10
2256,261,7.0,#FF0000,140
2257,261,7.5,#FFFFFF,10
2258,261,8.0,#FFD700,170
2259,261,8.5,#FFFFFF,20
2260,262,4.5,#312951,160
2261,262,5.0,#FFD700,80
2262,262,5.5,#FFD700,130
2263,262,6.0,#FFFFFF,30
2264,262,6.5,#312951,10
2265,262,7.0,#312951,60
2266,262,7.5,#5E6167,180
2267,262,8.0,#FFFFFF,60
2268,262,8.5,#FF0000,140
2269,263,4.5,#312951,60
2270,263,5.0,#FFD700,40
2271,263,5.5,#FF0000,140
2272,263,6.0,#000000,10
2273,263,6.5,#000000,50
2274,263,7.0,#000000,10
2275,263,7.5,#FFFFFF,170
2276,263,8.0,#FFFFFF,40
2277,263,8.5,#FFD700,40
2278,264,4.5,#FFD700,170
2279,264,5.0,#5E6167,200
2280,264,5.5,#5E6167,110
2281,264,6.0,#FF0000,190
2282,264,6.5,#FFFFFF,80
2283,264,7.0,#5E6167,70
2284,264,7.5,#FFFFFF,190
2285,264,8.0,#5E6167,170
2286,264,8.5,#312951,40
2287,265,4.5,#FFFFFF,180
2288,265,5.0,#FFD700,20
2289,265,5.5,#FFFFFF,100
2290,265,6.0,#FF0000,10
2291,265,6.5,#FF0000,200
2292,265,7.0,#FFD700,30
2293,265,7.5,#000000,140
2294,265,8.0,#5E6167,50
2295,265,8.5,#FFD700,170
2296,266,4.5,#312951,130
2297,266,5.0,#312951,160
2298,266,5.5,#FFFFFF,110
2299,266,6.0,#5E6167,20
2300,266,6.5,#000000,130
2301,266,7.0,#FFFFFF,80
2302,266,7.5,#5E6167,140
2303,266,8.0,#312951,30
2304,266,8.5,#000000,160
2305,267,4.5,#FF0000,90
2306,267,5.0,#FFD700,20
2307,267,5.5,#000000,50
2308,267,6.0,#000000,140
2309,267,6.5,#FFFFFF,160
2310,267,7.0,#5E6167,140
2311,267,7.5,#000000,130
2312,267,8.0,#5E6167,100
2313,267,8.5,#FFD700,50
2314,268,4.5,#FF0000,190
2315,268,5.0,#FFD700,20
2316,268,5.5,#FFFFFF,150
2317,268,6.0,#FFFFFF,80
2318,268,6.5,#5E6167,50
2319,268,7.0,#5E6167,30
2320,268,7.5,#FF0000,50
2321,268,8.0,#312951,150
2322,268,8.5,#5E6167,60
2323,269,4.5,#000000,20
2324,269,5.0,#000000,50
2325,269,5.5,#312951,30
2326,269,6.0,#FFFFFF,60
2327,269,6.5,#FFFFFF,60
2328,269,7.0,#FF0000,80
2329,269,7.5,#FF0000,60
2330,269,8.0,#312951,120
2331,269,8.5,#312951,40
2332,270,4.5,#000000,110
2333,270,5.0,#000000,80
2334,270,5.5,#000000,40
2335,270,6.0,#FF0000,60
2336,270,6.5,#312951,20
2337,270,7.0,#5E6167,20
2338,270,7.5,#000000,20
2339,270,8.0,#000000,120
2340,270,8.5,#FF0000,180
2341,271,4.5,#000000,10
2342,271,5.0,#000000,110
2343,271,5.5,#312951,170
2344,271,6.0,#FFFFFF,60
2345,271,6.5,#312951,160
2346,271,7.0,#000000,60
2347,271,7.5,#FF0000,200
2348,271,8.0,#FFFFFF,90
2349,271,8.5,#FFFFFF,170
2350,272,4.5,#5E6167,120
2351,272,5.0,#FFFFFF,100
2352,272,5.5,#000000,170
2353,272,6.0,#312951,50
2354,272,6.5,#312951,130
2355,272,7.0,#5E6167,120
2356,272,7.5,#FF0000,140
2357,272,8.0,#FFD700,120
2358,272,8.5,#312951,190
2359,273,4.5,#000000,130
2360,273,5.0,#5E6167,150
2361,273,5.5,#FF0000,110
2362,273,6.0,#FFD700,150
2363,273,6.5,#FFFFFF,70
2364,273,7.0,#312951,40
2365,273,7.5,#312951,150
2366,273,8.0,#5E6167,200
2367,273,8.5,#FF0000,100
2368,274,4.5,#FFD700,20
2369,274,5.0,#312951,80
2370,274,5.5,#FFD700,120
2371,274,6.0,#5E6167,90
2372,274,6.5,#FFFFFF,120
2373,274,7.0,#FFFFFF,160
2374,274,7.5,#FFD700,120
2375,274,8.0,#FFFFFF,160
2376,274,8.5,#312951,40
2377,275,4.5,#5E6167,190
2378,275,5.0,#000000,30
2379,275,5.5,#312951,120
2380,275,6.0,#000000,160
2381,275,6.5,#000000,60
2382,275,7.0,#000000,90
2383,275,7.5,#000000,130
2384,275,8.0,#FFFFFF,190
2385,275,8.5,#FFD700,40
2386,276,4.5,#5E6167,50
2387,276,5.0,#5E6167,50
2388,276,5.5,#000000,100
2389,276,6.0,#FF0000,10
2390,276,6.5,#FFD700,150
2391,276,7.0,#312951,30
2392,276,7.5,#FFD700,40
2393,276,8.0,#000000,40
2394,276,8.5,#FFD700,150
2395,277,4.5,#FFFFFF,120
2396,277,5.0,#000000,80
2397,277,5.5,#000000,150
2398,277,6.0,#312951,160
2399,277,6.5,#000000,40
2400,277,7.0,#FFD700,120
2401,277,7.5,#000000,180
2402,277,8.0,#FF0000,50
2403,277,8.5,#5E6167,120
2404,278,4.5,#312951,40
2405,278,5.0,#FFFFFF,160
2406,278,5.5,#FFD700,80
2407,278,6.0,#FFD700,50
2408,278,6.5,#312951,130
2409,278,7.0,#FFD700,10
2410,278,7.5,#5E6167,180
2411,278,8.0,#FFD700,140
2412,278,8.5,#312951,170
2413,279,4.5,#FFFFFF,200
2414,279,5.0,#312951,10
2415,279,5.5,#FFD700,50
2416,279,6.0,#FF0000,100
2417,279,6.5,#5E6167,80
2418,279,7.0,#000000,120
2419,279,7.5,#FF0000,110
2420,279,8.0,#5E6167,160
2421,279,8.5,#FFFFFF,80
2422,280,4.5,#5E6167,70
2423,280,5.0,#FF0000,100
2424,280,5.5,#FF0000,80
2425,280,6.0,#000000,200
2426,280,6.5,#FF0000,150
2427,280,7.0,#FF0000,30
2428,280,7.5,#FF0000,40
2429,280,8.0,#000000,120
2430,280,8.5,#5E6167,100
2431,281,4.5,#FFFFFF,140
2432,281,5.0,#FFD700,160
2433,281,5.5,#000000,70
2434,281,6.0,#5E6167,160
2435,281,6.5,#FFFFFF,50
2436,281,7.0,#312951,80
2437,281,7.5,#FFD700,40
2438,281,8.0,#FF0000,70
2439,281,8.5,#000000,50
2440,282,4.5,#FFD700,130
2441,282,5.0,#312951,10
2442,282,5.5,#000000,20
2443,282,6.0,#5E6167,160
2444,282,6.5,#FFFFFF,170
2445,282,7.0,#312951,100
2446,282,7.5,#FFD700,160
2447,282,8.0,#000000,150
2448,282,8.5,#FFFFFF,90
2449,283,4.5,#000000,70
2450,283,5.0,#5E6167,90
2451,283,5.5,#000000,190
2452,283,6.0,#5E6167,110
2453,283,6.5,#312951,90
2454,283,7.0,#312951,150
2455,283,7.5,#FFD700,40
2456,283,8.0,#000000,60
2457,283,8.5,#312951,80
2458,284,4.5,#FF0000,20
2459,284,5.0,#FF0000,140
2460,284,5.5,#000000,180
2461,284,6.0,#FFD700,170
2462,284,6.5,#5E6167,20
2463,284,7.0,#000000,140
2464,284,7.5,#5E6167,50
2465,284,8.0,#FFFFFF,90
2466,284,8.5,#FFD700,60
2467,285,4.5,#FF0000,130
2468,285,5.0,#FF0000,20
2469,285,5.5,#FF0000,200
2470,285,6.0,#FF0000,110
2471,285,6.5,#FFFFFF,170
2472,285,7.0,#5E6167,150
2473,285,7.5,#FFFFFF,80
2474,285,8.0,#000000,190
2475,285,8.5,#FF0000,110
2476,286,4.5,#5E6167,40
2477,286,5.0,#FF0000,40
2478,286,5.5,#312951,80
2479,286,6.0,#FF0000,30
2480,286,6.5,#FF0000,110
2481,286,7.0,#000000,60
2482,286,7.5,#FFD700,180
2483,286,8.0,#312951,200
2484,286,8.5,#312951,20
2485,287,4.5,#FF0000,180
2486,287,5.0,#FF0000,60
2487,287,5.5,#FFFFFF,80
2488,287,6.0,#312951,50
2489,287,6.5,#FFD700,30
2490,287,7.0,#5E6167,150
2491,287,7.5,#FF0000,150
2492,287,8.0,#FF0000,20
2493,287,8.5,#312951,100
2494,288,4.5,#000000,120
2495,288,5.0,#FF0000,100
2496,288,5.5,#000000,30
2497,288,6.0,#FFFFFF,90
2498,288,6.5,#000000,30
2499,288,7.0,#FFFFFF,160
2500,288,7.5,#312951,20
2501,288,8.0,#5E6167,80
2502,288,8.5,#312951,90
2503,289,4.5,#FF0000,140
2504,289,5.0,#FFD700,60
2505,289,5.5,#000000,20
2506,289,6.0,#5E6167,120
2507,289,6.5,#5E6167,100
2508,289,7.0,#5E6167,180
2509,289,7.5,#000000,90
2510,289,8.0,#FF0000,70
2511,289,8.5,#312951,100
2512,290,4.5,#312951,40
2513,290,5.0,#312951,170
2514,290,5.5,#312951,150
2515,290,6.0,#312951,120
2516,290,6.5,#FFFFFF,70
2517,290,7.0,#312951,10
2518,290,7.5,#FFFFFF,190
2519,290,8.0,#000000,110
2520,290,8.5,#000000,150
2521,291,4.5,#312951,60
2522,291,5.0,#FFFFFF,100
2523,291,5.5,#FFFFFF,90
2524,291,6.0,#000000,40
2525,291,6.5,#5E6167,110
2526,291,7.0,#FF0000,150
2527,291,7.5,#000000,120
2528,291,8.0,#5E6167,100
2529,291,8.5,#5E6167,190
2530,292,4.5,#FFD700,60
2531,292,5.0,#312951,20
2532,292,5.5,#312951,10
2533,292,6.0,#000000,180
2534,292,6.5,#5E6167,160
2535,292,7.0,#FF0000,100
2536,292,7.5,#FFD700,160
2537,292,8.0,#000000,190
2538,292,8.5,#FFFFFF,50
2539,293,4.5,#FF0000,40
2540,293,5.0,#FF0000,190
2541,293,5.5,#FFFFFF,100
2542,293,6.0,#FFFFFF,170
2543,293,6.5,#FFD700,170
2544,293,7.0,#312951,60
2545,293,7.5,#000000,180
2546,293,8.0,#FF0000,180
2547,293,8.5,#FF0000,160
2548,294,4.5,#FF0000,190
2549,294,5.0,#FFD700,80
2550,294,5.5,#312951,30
2551,294,6.0,#312951,50
2552,294,6.5,#FF0000,20
2553,294,7.0,#FFD700,150
2554,294,7.5,#FFD700,130
2555,294,8.0,#5E6167,20
2556,294,8.5,#000000,180
2557,295,4.5,#FFD700,190
2558,295,5.0,#FF0000,40
2559,295,5.5,#000000,60
2560,295,6.0,#FFFFFF,30
2561,295,6.5,#312951,110
2562,295,7.0,#FF0000,180
2563,295,7.5,#FFD700,70
2564,295,8.0,#5E6167,20
2565,295,8.5,#FFD700,110
2566,296,4.5,#000000,70
2567,296,5.0,#FFFFFF,70
2568,296,5.5,#FFFFFF,50
2569,296,6.0,#FFFFFF,110
2570,296,6.5,#FF0000,170
2571,296,7.0,#5E6167,60
2572,296,7.5,#FF0000,70
2573,296,8.0,#FFD700,160
2574,296,8.5,#312951,40
2575,297,4.5,#FFFFFF,150
2576,297,5.0,#312951,10
2577,297,5.5,#000000,10
2578,297,6.0,#FFFFFF,180
2579,297,6.5,#FF0000,70
2580,297,7.0,#FF0000,70
2581,297,7.5,#5E6167,50
2582,297,8.0,#5E6167,110
2583,297,8.5,#000000,130
2584,298,4.5,#000000,10
2585,298,5.0,#000000,110
2586,298,5.5,#FFFFFF,80
2587,298,6.0,#FFD700,80
2588,298,6.5,#5E6167,140
2589,298,7.0,#FF0000,170
2590,298,7.5,#312951,150
2591,298,8.0,#312951,20
2592,298,8.5,#5E6167,10
2593,299,4.5,#FFFFFF,120
2594,299,5.0,#312951,160
2595,299,5.5,#FF0000,80
2596,299,6.0,#5E6167,50
2597,299,6.5,#312951,140
2598,299,7.0,#312951,190
2599,299,7.5,#312951,30
2600,299,8.0,#FFD700,60
2601,299,8.5,#000000,120
2602,300,4.5,#FF0000,130
2603,300,5.0,#312951,140
2604,300,5.5,#FF0000,140
2605,300,6.0,#FFFFFF,40
2606,300,6.5,#5E6167,190
2607,300,7.0,#FFD700,60
2608,300,7.5,#FF0000,20
2609,300,8.0,#FF0000,140
2610,300,8.5,#FFD700,70
2611,301,4.5,#5E6167,190
2612,301,5.0,#000000,20
2613,301,5.5,#000000,180
2614,301,6.0,#5E6167,150
2615,301,6.5,#312951,40
2616,301,7.0,#5E6167,80
2617,301,7.5,#000000,140
2618,301,8.0,#312951,200
2619,301,8.5,#312951,70
2620,302,4.5,#FF0000,30
2621,302,5.0,#FFD700,130
2622,302,5.5,#5E6167,80
2623,302,6.0,#FF0000,160
2624,302,6.5,#000000,120
2625,302,7.0,#000000,10
2626,302,7.5,#000000,180
2627,302,8.0,#000000,70
2628,302,8.5,#FFD700,120
2629,303,4.5,#FF0000,80
2630,303,5.0,#FFFFFF,50
2631,303,5.5,#FFFFFF,130
2632,303,6.0,#FFFFFF,10
2633,303,6.5,#000000,160
2634,303,7.0,#FF0000,130
2635,303,7.5,#FF0000,90
2636,303,8.0,#FFD700,10
2637,303,8.5,#000000,90
2638,304,4.5,#000000,160
2639,304,5.0,#FF0000,20
2640,304,5.5,#312951,50
2641,304,6.0,#5E6167,70
2642,304,6.5,#312951,160
2643,304,7.0,#FF0000,170
2644,304,7.5,#FF0000,100
2645,304,8.0,#FFFFFF,200
2646,304,8.5,#FF0000,20
2647,305,4.5,#312951,60
2648,305,5.0,#FFFFFF,150
2649,305,5.5,#000000,150
2650,305,6.0,#FFD700,100
2651,305,6.5,#FFFFFF,180
2652,305,7.0,#5E6167,50
2653,305,7.5,#FF0000,70
2654,305,8.0,#FFFFFF,200
2655,305,8.5,#FFD700,110
2656,306,4.5,#000000,10
2657,306,5.0,#5E6167,150
2658,306,5.5,#FF0000,150
2659,306,6.0,#5E6167,180
2660,306,6.5,#FF0000,170
2661,306,7.0,#FFFFFF,80
2662,306,7.5,#000000,60
2663,306,8.0,#000000,50
2664,306,8.5,#FFD700,180
2665,307,4.5,#000000,180
2666,307,5.0,#FFFFFF,70
2667,307,5.5,#5E6167,100
2668,307,6.0,#000000,180
2669,307,6.5,#FFFFFF,60
2670,307,7.0,#FF0000,140
2671,307,7.5,#000000,70
2672,307,8.0,#FFFFFF,130
2673,307,8.5,#000000,60
2674,308,4.5,#312951,160
2675,308,5.0,#312951,180
2676,308,5.5,#FF0000,10
2677,308,6.0,#5E6167,110
2678,308,6.5,#312951,10
2679,308,7.0,#312951,60
2680,308,7.5,#FFD700,180
2681,308,8.0,#5E6167,170
2682,308,8.5,#FFD700,80
2683,309,4.5,#312951,140
2684,309,5.0,#5E6167,10
2685,309,5.5,#FFFFFF,120
2686,309,6.0,#FF0000,180
2687,309,6.5,#FFFFFF,190
2688,309,7.0,#5E6167,20
2689,309,7.5,#FF0000,130
2690,309,8.0,#FF0000,160
2691,309,8.5,#FFD700,170
2692,310,4.5,#FFD700,40
2693,310,5.0,#FFD700,150
2694,310,5.5,#000000,170
2695,310,6.0,#000000,70
2696,310,6.5,#FFD700,170
2697,310,7.0,#312951,180
2698,310,7.5,#5E6167,20
2699,310,8.0,#5E6167,50
2700,310,8.5,#5E6167,30
2701,311,4.5,#000000,60
2702,311,5.0,#FF0000,180
2703,311,5.5,#FF0000,160
2704,311,6.0,#FF0000,70
2705,311,6.5,#FFFFFF,180
2706,311,7.0,#FFFFFF,140
2707,311,7.5,#312951,180
2708,311,8.0,#FFFFFF,40
2709,311,8.5,#FF0000,110
2710,313,4.5,#FFD700,140
2711,313,5.0,#000000,10
2712,313,5.5,#5E6167,150
2713,313,6.0,#FF0000,50
2714,313,6.5,#5E6167,80
2715,313,7.0,#FFD700,140
2716,313,7.5,#FF0000,180
2717,313,8.0,#FFD700,160
2718,313,8.5,#5E6167,20
2719,314,4.5,#000000,100
2720,314,5.0,#FFFFFF,110
2721,314,5.5,#FF0000,170
2722,314,6.0,#FFFFFF,150
2723,314,6.5,#FF0000,150
2724,314,7.0,#FF0000,140
2725,314,7.5,#FFD700,180
2726,314,8.0,#FFD700,30
2727,314,8.5,#000000,130
2728,315,4.5,#FF0000,40
2729,315,5.0,#000000,130
2730,315,5.5,#FFFFFF,170
2731,315,6.0,#FF0000,170
2732,315,6.5,#000000,50
2733,315,7.0,#FFFFFF,200
2734,315,7.5,#000000,190
2735,315,8.0,#FFD700,70
2736,315,8.5,#FFFFFF,80
2737,316,4.5,#FFD700,140
2738,316,5.0,#FFFFFF,180
2739,316,5.5,#312951,110
2740,316,6.0,#000000,10
2741,316,6.5,#000000,10
2742,316,7.0,#312951,10
2743,316,7.5,#FF0000,10
2744,316,8.0,#312951,170
2745,316,8.5,#312951,90
2746,317,4.5,#312951,150
2747,317,5.0,#FFFFFF,90
2748,317,5.5,#5E6167,160
2749,317,6.0,#312951,170
2750,317,6.5,#5E6167,70
2751,317,7.0,#000000,60
2752,317,7.5,#FF0000,30
2753,317,8.0,#000000,200
2754,317,8.5,#FFFFFF,30
2755,318,4.5,#000000,150
2756,318,5.0,#5E6167,170
2757,318,5.5,#000000,100
2758,318,6.0,#5E6167,170
2759,318,6.5,#312951,130
2760,318,7.0,#312951,60
2761,318,7.5,#5E6167,80
2762,318,8.0,#FF0000,200
2763,318,8.5,#5E6167,100
2764,319,4.5,#5E6167,170
2765,319,5.0,#312951,40
2766,319,5.5,#FFD700,60
2767,319,6.0,#000000,190
2768,319,6.5,#FFFFFF,180
2769,319,7.0,#000000,30
2770,319,7.5,#5E6167,180
2771,319,8.0,#FFFFFF,40
2772,319,8.5,#000000,30
2773,320,4.5,#FF0000,40
2774,320,5.0,#5E6167,130
2775,320,5.5,#5E6167,180
2776,320,6.0,#000000,200
2777,320,6.5,#312951,120
2778,320,7.0,#FFD700,130
2779,320,7.5,#FF0000,30
2780,320,8.0,#FFD700,120
2781,320,8.5,#000000,40
2782,321,4.5,#312951,10
2783,321,5.0,#5E6167,90
2784,321,5.5,#000000,180
2785,321,6.0,#FFFFFF,170
2786,321,6.5,#5E6167,100
2787,321,7.0,#FFD700,10
2788,321,7.5,#FFD700,20
2789,321,8.0,#FFFFFF,80
2790,321,8.5,#FFD700,200
2791,322,4.5,#5E6167,40
2792,322,5.0,#FF0000,40
2793,322,5.5,#FF0000,170
2794,322,6.0,#312951,40
2795,322,6.5,#FFD700,40
2796,322,7.0,#FFFFFF,120
2797,322,7.5,#FFFFFF,30
2798,322,8.0,#000000,90
2799,322,8.5,#5E6167,60
2800,323,4.5,#000000,110
2801,323,5.0,#FF0000,160
2802,323,5.5,#000000,80
2803,323,6.0,#FFD700,140
2804,323,6.5,#5E6167,170
2805,323,7.0,#FFFFFF,80
2806,323,7.5,#000000,170
2807,323,8.0,#FF0000,40
2808,323,8.5,#FFD700,120
2809,324,4.5,#312951,200
2810,324,5.0,#312951,30
2811,324,5.5,#5E6167,170
2812,324,6.0,#FFFFFF,30
2813,324,6.5,#FFD700,30
2814,324,7.0,#FF0000,180
2815,324,7.5,#FF0000,200
2816,324,8.0,#312951,70
2817,324,8.5,#000000,50
2818,325,4.5,#FFFFFF,30
2819,325,5.0,#312951,200
2820,325,5.5,#5E6167,10
2821,325,6.0,#312951,10
2822,325,6.5,#5E6167,150
2823,325,7.0,#5E6167,50
2824,325,7.5,#FF0000,40
2825,325,8.0,#FF0000,50
