url;title;asin;price;brand;product_details;breadcrumbs;images_list;Outer Material;Inner Material;Sole;Closure;Heel Height;Heel Type;Shoe Width
https://www.amazon.co.uk/dp/B08TX47W5Y;Jana 100% comfort Women's 8-8-23617-27 001 Sneaker;B08TX47W5Y;60.03;Jana 100% comfort;"Package Dimensions: \n1 x 1 x 1 cm; 1 Kilograms\n\n\nDate First Available: \n25 Jan. 2021\n\n\nManufacturer: \nJana\n\n\nASIN: \nB08TX47W5Y\n\n\nItem model number: \n8-8-23617-27\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/31ePGxEwXSL.jpg, https://m.media-amazon.com/images/I/41xy7x2ps8L.jpg, https://m.media-amazon.com/images/I/315R5M5VgHL.jpg, https://m.media-amazon.com/images/I/31Y5kCVQYiL.jpg, https://m.media-amazon.com/images/I/31aP1-6muTL.jpg, https://m.media-amazon.com/images/I/31ZmFjiffvL.jpg, https://m.media-amazon.com/images/I/31g8qcel2iL.jpg;Material mix made from leather and textile;Textile;Polyurethane;Lace-Up;30 centimetres;No Heel;Wide
https://www.amazon.co.uk/dp/B00AFT6AY6;Suecos Nordic – Clogs Professional Workwear;B00AFT6AY6;22.97;Suecos;"Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n28.4 x 18.4 x 11 cm; 300 Grams\n\n\nDate First Available: \n30 Nov. 2012\n\n\nManufacturer: \nSuecos\n\n\nASIN: \nB00AFT6C6C\n\n\nItem model number: \nNordic\n\n\nDepartment: \nUnisex";['Shoes', Men's Shoes, 'Clogs & Mules'];https://m.media-amazon.com/images/I/411t7vesBnL.jpg, https://m.media-amazon.com/images/I/41LJeWtoCFL.jpg, https://m.media-amazon.com/images/I/41xLb11H6XL.jpg, https://m.media-amazon.com/images/I/41VF3FjSjVL.jpg, https://m.media-amazon.com/images/I/31KWPvT8pqL.jpg, https://m.media-amazon.com/images/I/31-c1LPpqyL.jpg, https://m.media-amazon.com/images/I/41gu2uSzLkL.jpg;Synthetic;Manmade;Ethylene Vinyl Acetate;Pull On;3 centimetres;Neutral;Medium
https://www.amazon.co.uk/dp/B08HSXG59F;Boys Basketball Kid Trainers Shoes Outdoor Sneakers;B08HSXG59F;22.99;Visit the ASHION Store;"Package Dimensions: \n19.6 x 18.8 x 8.8 cm; 420 Grams\n\n\nDate First Available: \n9 Sept. 2020\n\n\nASIN: \nB08HSYSK1Q\n\n\nDepartment: \nUnisex Kids";['Shoes', Boys' Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/51k5cRiaUGL.jpg, https://m.media-amazon.com/images/I/51R9aWZwTZL.jpg, https://m.media-amazon.com/images/I/51Ekom0xuRL.jpg, https://m.media-amazon.com/images/I/515OGKZWpCL.jpg, https://m.media-amazon.com/images/I/51kGUVGjeKL.jpg, https://m.media-amazon.com/images/I/51Wrhns9lVL.jpg;Synthetic;Mesh;Rubber;Lace-Up;2 centimetres;Flat;Normal
https://www.amazon.co.uk/dp/B08DNS1HQW;ARA Women's ROM Sneaker;B08DNS1HQW;38.21;ara;"Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n32 x 24.7 x 11.4 cm; 770 Grams\n\n\nDate First Available: \n1 Oct. 2020\n\n\nManufacturer: \nara Shoes\n\n\nASIN: \nB08KHMSR72\n\n\nItem model number: \n1234499\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41blfBeCeQL.jpg, https://m.media-amazon.com/images/I/41+zplV7xaL.jpg, https://m.media-amazon.com/images/I/41W85hEufUL.jpg, https://m.media-amazon.com/images/I/41k7OhRQhBL.jpg;Nubuck Leather;Textile;Synthetic;Lace-Up;1.2 centimetres;Flat;Schmal
https://www.amazon.co.uk/dp/B07N7HYG16;Buffalo London Women's 1348-14 2.0 V Sneaker;B07N7HYG16;73.58;Buffalo London;"Package Dimensions: \n38 x 29.4 x 12 cm; 1.84 Kilograms\n\n\nDate First Available: \n22 Aug. 2020\n\n\nManufacturer: \nBuffalo Boots\n\n\nASIN: \nB08GG8Q77L\n\n\nItem model number: \n1534062\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41X6ZzxLo5L.jpg, https://m.media-amazon.com/images/I/31mWIW3kGwL.jpg, https://m.media-amazon.com/images/I/31cvjxeQCwL.jpg, https://m.media-amazon.com/images/I/31jgd8D4xBL.jpg, https://m.media-amazon.com/images/I/31lHFBV6FML.jpg, https://m.media-amazon.com/images/I/415YG3wTB1L.jpg, https://m.media-amazon.com/images/I/41B6SlbLUuL.jpg;Smooth Leather;Manmade;Synthetic;Lace-Up;6 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B072BB8QTT;ECCO Men's Melbourne Loafers;B072BB8QTT;51.49;Visit the ECCO Store;"Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n35.3 x 18.8 x 12.7 cm; 367.41 Grams\n\n\nDate First Available: \n16 Dec. 2017\n\n\nManufacturer: \nEcco\n\n\nASIN: \nB071RMJMZL\n\n\nItem model number: \n621654\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Loafers & Moccasins'];https://m.media-amazon.com/images/I/31rimki9CVL.jpg, https://m.media-amazon.com/images/I/519LDB4U2iL.jpg, https://m.media-amazon.com/images/I/41PrUv7SkHL.jpg, https://m.media-amazon.com/images/I/31WKqfkza+L.jpg, https://m.media-amazon.com/images/I/315NXyVpGcL.jpg, https://m.media-amazon.com/images/I/31kX6nG9lPL.jpg, https://m.media-amazon.com/images/I/41FohRM8vNL.jpg;Leather;Textile;Rubber;Pull On;2.5 centimetres;Flat;Normal
https://www.amazon.co.uk/dp/B000MSU54G;Birkenstock Schuhe Madrid Birko-Flor Nubuk Normal;B000MSU54G;38.13;Birkenstock;"Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n11.4 x 31.2 x 14.8 cm; 500 Grams\n\n\nDate First Available: \n2 Jun. 2007\n\n\nManufacturer: \nBirkenstock\n\n\nASIN: \nB000MSU4BU\n\n\nItem model number: \n00040121400\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Clogs & Mules'];https://m.media-amazon.com/images/I/31TZ7tJ239S.jpg, https://m.media-amazon.com/images/I/31ybkZ9EWiS.jpg, https://m.media-amazon.com/images/I/31k17aTEvqS.jpg, https://m.media-amazon.com/images/I/31tXZqeoeUS.jpg, https://m.media-amazon.com/images/I/31Znpa1JGFS.jpg;Synthetic;Synthetic;Ethylene Vinyl Acetate;Pull On;1 centimetres;Flat;Medium mens_us
https://www.amazon.co.uk/dp/B095WQ2HP5;Womens Sexy Dance Shoes Latin Boot Heels Salsa Social Tango Ballroom Party Dress Bride Pumps;B095WQ2HP5;26.5;SHUTUP.DANCE;Item Weight: \n907.18 Grams\n\n\nDate First Available: \n26 May 2021\n\n\nASIN: \nB095WN742X\n\n\nDepartment: \nWomen's;['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes'];https://m.media-amazon.com/images/I/516zSo3zlAL.jpg, https://m.media-amazon.com/images/I/51lXIG0UYXL.jpg, https://m.media-amazon.com/images/I/51M48qMAWQL.jpg, https://m.media-amazon.com/images/I/41kyuNSGqnL.jpg, https://m.media-amazon.com/images/I/41u+hSqC2lL.jpg, https://m.media-amazon.com/images/I/419BsfS00iL.jpg, https://m.media-amazon.com/images/I/41UrLL6zc3L.jpg;Lint;Lint;Suede;Zip;2.4 inches;Kitten;Normal
https://www.amazon.co.uk/dp/B07W84R612;Semler Women's Rosa Sneaker;B07W84R612;49.18;Semler;"Package Dimensions: \n1 x 1 x 1 cm; 1 Kilograms\n\n\nDate First Available: \n10 Aug. 2019\n\n\nManufacturer: \nSemler\n\n\nASIN: \nB07W71HPDS\n\n\nItem model number: \nR5063-761\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/317IN7U5osL.jpg, https://m.media-amazon.com/images/I/41Wl7Qjr12L.jpg, https://m.media-amazon.com/images/I/41BvFGI4MnL.jpg, https://m.media-amazon.com/images/I/31jRno1YhIL.jpg, https://m.media-amazon.com/images/I/31PLllOAPiL.jpg, https://m.media-amazon.com/images/I/3147hhb4oqL.jpg, https://m.media-amazon.com/images/I/41jtCLoifNL.jpg;Leather;Leather;Ethylene Vinyl Acetate;Lace-Up;1.5 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B08XZST13N;Lloyd Men's Egidio Sneaker;B08XZST13N;73.15;Lloyd;"Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n35 x 19 x 12 cm; 1 Kilograms\n\n\nDate First Available: \n10 Mar. 2021\n\n\nManufacturer: \nLLOYD\n\n\nASIN: \nB08XZVH7DS\n\n\nItem model number: \n21-912-12\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41ZBEiRyPiS.jpg, https://m.media-amazon.com/images/I/51j92JQGzhS.jpg, https://m.media-amazon.com/images/I/419RvnsybiS.jpg, https://m.media-amazon.com/images/I/31PlVzPd9rS.jpg, https://m.media-amazon.com/images/I/41F8ZIemVmS.jpg, https://m.media-amazon.com/images/I/31ADioCi7IS.jpg, https://m.media-amazon.com/images/I/41LFonpbDNS.jpg;Leather;Leather;Rubber;Lace-Up;2 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B0772G4SGZ;Timberland Men's 6 Inch Basic Alburn Waterproof Lace-up Boots;B0772G4SGZ;89.99;Visit the Timberland Store;"Product Dimensions: \n13.2 x 36.2 x 25.8 cm; 1.64 Kilograms\n\n\nDate First Available: \n1 May 2015\n\n\nManufacturer: \nTimberland\n\n\nASIN: \nB00JQXL6BE\n\n\nItem model number: \nTB06939R0011\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Boots'];https://m.media-amazon.com/images/I/41XEH2SeuvL.jpg, https://m.media-amazon.com/images/I/412PvKx9B2L.jpg, https://m.media-amazon.com/images/I/31+8hXpqXxL.jpg, https://m.media-amazon.com/images/I/31h6v4xsbZL.jpg, https://m.media-amazon.com/images/I/31a2IMSubKL.jpg, https://m.media-amazon.com/images/I/41SwmmgkhyL.jpg, https://m.media-amazon.com/images/I/31rxuFVOqGL.jpg;Leather;Textile;Rubber;Lace-Up;2 centimetres;Flat;medium
https://www.amazon.co.uk/dp/B092Z2W1CB;SANSHIERLI Kids' Clogs LED Garden Shoes Boys Girls Mules Light up Sandals Slip on Lightweight Non-Slip;B092Z2W1CB;14.99;SANSHIERLI;"Product Dimensions: \n16.4 x 7.5 x 4 cm; 150 Grams\n\n\nDate First Available: \n19 April 2021\n\n\nManufacturer: \nSANSHIERLI\n\n\nASIN: \nB092Z3486R\n\n\nDepartment: \nBoy's";['Shoes', Boys' Shoes, 'Clogs & Mules'];https://m.media-amazon.com/images/I/41AjGxKxiNS.jpg, https://m.media-amazon.com/images/I/31Iz2bKQ6sS.jpg, https://m.media-amazon.com/images/I/417-mnPYw4S.jpg, https://m.media-amazon.com/images/I/41P69XuXmIS.jpg, https://m.media-amazon.com/images/I/31Me2pwXdqS.jpg, https://m.media-amazon.com/images/I/51TgIWRCEdS.jpg, https://m.media-amazon.com/images/I/31la3M1GeBS.jpg;Rubber;Synthetic;Ethylene Vinyl Acetate;Pull On;1 inches;Flat;Normal centimetres
https://www.amazon.co.uk/dp/B099ZJD6F3;Fashion Women's Casual Shoes Ladies Sneakers Lightweight Trainers Breathable Slip-On Outdoor Leisure Sneakers;B099ZJD6F3;10.58;HTGEWGIR;Date First Available: \n21 July 2021\n\n\nManufacturer: \nHTGEWGIR\n\n\nASIN: \nB099ZJD6F3\n\n\nItem model number: \nwalking sock\n\n\nDepartment: \nWomen's;['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41a9I612YQS.jpg, https://m.media-amazon.com/images/I/41IjY96x5DS.jpg, https://m.media-amazon.com/images/I/515zdPFyHdL.jpg, https://m.media-amazon.com/images/I/41AOZ4DViaL.jpg;Cloth,Made of great material, it has good sweat-absorbing ability, fits the foot, and is comfortable and dry.;【Super Light and Breathable】 Super light, breathable and flexible, just like socks. The breathable and smooth fabric provides great freedom and comfort. Let you enjoy vacation and travel.;【Rubber】Non slip rubber outsole, with good grip, arch support and traction, makes it more comfortable for walking,work,travel,trip and standing for a long time.;【Warm Reminder】The Size Mark On The shoes Is Chinese Size Number. Different Shoe Styles, please Select The Size According To Your Foot Type.;2 centimetres;Wedge Heel，The durable fabric makes them a pair of comfortable and stylish slip on womens trainers, perfect design for daily walking and jogging.——（black shoe lace trainer black sneaker woman black walking shoe black walking shoe woman breathable shoe fitness sport shoe flat lace flat shoe lace flat woman lace up shoe woman lady black shoe lady flat shoe lady lightweight trainer lady running lady running trainer lady sneaker lady walking trainer ）;Medium
https://www.amazon.co.uk/dp/B096NYVKDS;ASICS Men's Gel-Quantum 360 6 Running, Glacier Grey/Thunder Blue, 10 UK;B096NYVKDS;155.56;ASICS;"Package Dimensions: \n36.7 x 26.4 x 13.2 cm; 359 Grams\n\n\nDate First Available: \n18 Jun. 2021\n\n\nManufacturer: \nAsics\n\n\nASIN: \nB096NYVKDS\n\n\nItem model number: \n1201A394 960\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Running Shoes', 'Road Running Shoes'];https://m.media-amazon.com/images/I/417eaiNqqmL.jpg, https://m.media-amazon.com/images/I/41et2iaQ2NL.jpg, https://m.media-amazon.com/images/I/41cXXEFB+vL.jpg, https://m.media-amazon.com/images/I/410mRj4CxdL.jpg, https://m.media-amazon.com/images/I/41MNHuDrxxL.jpg, https://m.media-amazon.com/images/I/41sdAwG9GmL.jpg, https://m.media-amazon.com/images/I/41oLsDw+A7L.jpg;Synthetic;Synthetic;Synthetic Rubber;Lace-Up;29 millimetres;No Heel;Medium
https://www.amazon.co.uk/dp/B078HR8PLM;Diamant Ladies Dance Shoes 141-087-463 - Silver - 6,5 cm Flare [UK 8];B078HR8PLM;78.78;Diamant;"Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n30 x 17.5 x 9 cm; 700 Grams\n\n\nDate First Available: \n20 Dec. 2017\n\n\nASIN: \nB078HR8PLM\n\n\nItem model number: \n141-087-463\n\n\nDepartment: \nSynthetic/Suede";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes'];https://m.media-amazon.com/images/I/51WtELQEEPL.jpg;42;Textile;Suede leather;Button;6.5 centimetres;Flare;normal
https://www.amazon.co.uk/dp/B01J6T9BIC;Crocs Unisex Kid's Coast Clog K;B01J6T9BIC;15.03;Visit the Crocs Store;"Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n23 x 11 x 8 cm; 380 Grams\n\n\nDate First Available: \n20 Jan. 2017\n\n\nManufacturer: \nCrocs\n\n\nASIN: \nB01J6T9XVW\n\n\nItem model number: \n204094\n\n\nDepartment: \nUnisex Kids";['Shoes', Boys' Shoes, 'Clogs & Mules'];https://m.media-amazon.com/images/I/41kwL0bIU-L.jpg, https://m.media-amazon.com/images/I/51bvAbluQiL.jpg, https://m.media-amazon.com/images/I/51L56dN5OIL.jpg, https://m.media-amazon.com/images/I/41Qb6hrY1FL.jpg, https://m.media-amazon.com/images/I/319lXIsOMZL.jpg, https://m.media-amazon.com/images/I/41X88aIN4hL.jpg, https://m.media-amazon.com/images/I/41Kgxx4UUDL.jpg;Synthetic;Manmade;Ethylene Vinyl Acetate;Pull On;1.6 centimetres;Flat;Medium toddler_us
https://www.amazon.co.uk/dp/B07SSJ5CFY;Geox Girl's B Kilwi G Low-Top Sneakers;B07SSJ5CFY;15.59;Visit the Geox Store;"Package Dimensions: \n23.2 x 17.6 x 8.6 cm; 380 Grams\n\n\nDate First Available: \n13 Jun. 2019\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB07SQFYGHY\n\n\nItem model number: \nB02D5G0EWBC\n\n\nDepartment: \nGirl's";['Shoes', Girls' Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41hvo2V8CQL.jpg, https://m.media-amazon.com/images/I/417SbzrUKTL.jpg, https://m.media-amazon.com/images/I/41+0PYpT3WL.jpg, https://m.media-amazon.com/images/I/31bEH7V3UGL.jpg, https://m.media-amazon.com/images/I/41W9MALK4oL.jpg, https://m.media-amazon.com/images/I/411g0xpp9cL.jpg, https://m.media-amazon.com/images/I/41KiOAZQTFL.jpg;Synthetic;Textile;Rubber;Hook & Loop;1.5 centimetres;Flat;Weit
https://www.amazon.co.uk/dp/B07F67Q8VK;Pastaza Unisex Water Shoes Water shoe;B07F67Q8VK;26.99;Pastaza;Date First Available: \n18 Sept. 2021\n\n\nASIN: \nB09GMLNB6G\n\n\nDepartment: \nUnisex;['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Water Shoes'];https://m.media-amazon.com/images/I/41PlrCfn2RL.jpg, https://m.media-amazon.com/images/I/51ixeCmBZFL.jpg, https://m.media-amazon.com/images/I/512BMxlnu1L.jpg, https://m.media-amazon.com/images/I/513bmWs9QjL.jpg, https://m.media-amazon.com/images/I/513EmQdBPqL.jpg, https://m.media-amazon.com/images/I/51jrfg-LP7L.jpg, https://m.media-amazon.com/images/I/51Sgw0E5rZL.jpg;Synthetic;Synthetic;Rubber;Lace-Up;5 millimetres;Flat;Normal centimetres
https://www.amazon.co.uk/dp/B078HGPBKR;Diamant Ladies Dance Shoes 141-087-463 - Silver - 6,5 cm Flare [UK 7,5];B078HGPBKR;78.78;Diamant;"Is Discontinued By Manufacturer: \nNo\n\n\nProduct Dimensions: \n30 x 17.5 x 9 cm; 600 Grams\n\n\nDate First Available: \n20 Dec. 2017\n\n\nASIN: \nB078HGPBKR\n\n\nItem model number: \n141-087-463\n\n\nDepartment: \nSynthetic/Suede";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Dance Shoes'];https://m.media-amazon.com/images/I/51WtELQEEPL.jpg;41;Textile;Suede leather;Button;6.5 centimetres;Flare;normal
https://www.amazon.co.uk/dp/B073RNKV85;Helly Hansen Women's W Fjord LV-2 Lacing Shoes Oxford, Women;B073RNKV85;85.81;Visit the Helly Hansen Store;"Package Dimensions: \n31.23 x 19.05 x 11.68 cm; 820 Grams\n\n\nDate First Available: \n14 Jun. 2017\n\n\nManufacturer: \nHelly Hansen\n\n\nASIN: \nB073RNKV85\n\n\nItem model number: \n11304\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/414mpurP2IL.jpg, https://m.media-amazon.com/images/I/41L+lcPikoL.jpg, https://m.media-amazon.com/images/I/516nIikojQL.jpg, https://m.media-amazon.com/images/I/41DEAeut2zL.jpg;Synthetic;Manmade;Ethylene Vinyl Acetate;Lace-Up;3 centimetres;No Heel;Medium
https://www.amazon.co.uk/dp/B07L8WBCDP;Crocs Unisex Kid's Baya Lined Clog;B07L8WBCDP;27.99;Visit the Crocs Store;"Product Dimensions: \n1 x 1 x 1 cm; 119.07 Grams\n\n\nDate First Available: \n29 July 2019\n\n\nManufacturer: \nCrocs\n\n\nASIN: \nB07L94SCFZ\n\n\nItem model number: \n205977-6X3\n\n\nDepartment: \nUnisex Kids";['Shoes', Boys' Shoes, 'Clogs & Mules'];https://m.media-amazon.com/images/I/416aUs086RL.jpg, https://m.media-amazon.com/images/I/41bsYofv-+L.jpg, https://m.media-amazon.com/images/I/517rKTF-abS.jpg, https://m.media-amazon.com/images/I/312ANLpmvbL.jpg, https://m.media-amazon.com/images/I/31uUyggpLoL.jpg, https://m.media-amazon.com/images/I/31Gej9V+eZL.jpg, https://m.media-amazon.com/images/I/315pE3QqImL.jpg;Synthetic;Synthetic;Synthetic;Pull On;1.87 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B08F7T5NJW;BOSANOVA Women's Black Platform Shoes;B08F7T5NJW;21.42;BOSANOVA;"Product Dimensions: \n35 x 21 x 13 cm; 2 Kilograms\n\n\nDate First Available: \n15 April 2021\n\n\nManufacturer: \nBOSANOVA\n\n\nASIN: \nB08F7QW9NY\n\n\nItem model number: \n44944\n\n\nDepartment: \nWomen's";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/31grrRcEWaL.jpg, https://m.media-amazon.com/images/I/31grrRcEWaL.jpg, https://m.media-amazon.com/images/I/31ZTbc-cK5L.jpg, https://m.media-amazon.com/images/I/41noCRVviLL.jpg, https://m.media-amazon.com/images/I/312oK5dCO4L.jpg, https://m.media-amazon.com/images/I/41siTpcmDkL.jpg, https://m.media-amazon.com/images/I/51VtWYP8aUL.jpg;Synthetic;Textile;Synthetic;Lace-Up;4.5 centimetres;Wedge;Moyen
https://www.amazon.co.uk/dp/B01C3XMWTI;Geox Men's U Nebula B Sneakers;B01C3XMWTI;68.83;Visit the Geox Store;"Is Discontinued By Manufacturer: \nNo\n\n\nPackage Dimensions: \n37.2 x 22.6 x 13 cm; 340.19 Grams\n\n\nDate First Available: \n13 Aug. 2016\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB01C3XMWTI\n\n\nItem model number: \nU52D7B1122C1018\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41NPwFudizL.jpg, https://m.media-amazon.com/images/I/41XJMKsXCAL.jpg, https://m.media-amazon.com/images/I/41HA07cdhkL.jpg, https://m.media-amazon.com/images/I/41sv+6+MwuL.jpg, https://m.media-amazon.com/images/I/415ruscxv-L.jpg, https://m.media-amazon.com/images/I/31YhgPD-wUL.jpg, https://m.media-amazon.com/images/I/41SbuYBeADL.jpg;Smooth Leather;Synthetic;Synthetic;Rubber band;3.5 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B08G8CMDGF;Fly London Men's Muro577fly Oxford;B08G8CMDGF;39.23;Fly London;"Package Dimensions: \n33 x 19 x 12 cm; 1 Kilograms\n\n\nDate First Available: \n19 Aug. 2020\n\n\nManufacturer: \nFLY London\n\n\nASIN: \nB08G7BN8QL\n\n\nItem model number: \nP144577013\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Lace-ups'];https://m.media-amazon.com/images/I/31fTOkazHXL.jpg, https://m.media-amazon.com/images/I/41grD14fvSL.jpg, https://m.media-amazon.com/images/I/31RV4CqZzDL.jpg, https://m.media-amazon.com/images/I/311Bj3MmqGL.jpg, https://m.media-amazon.com/images/I/31YGIrVnuoL.jpg, https://m.media-amazon.com/images/I/31vQ-yF+RrL.jpg, https://m.media-amazon.com/images/I/41OWenf1ADL.jpg;Smooth Leather;Synthetic;Rubber;Lace-Up;3 centimetres;Block;Medium
https://www.amazon.co.uk/dp/B07X7J75VJ;G-STAR RAW Women's Strett Cup Wmn Sneaker;B07X7J75VJ;40.13;Visit the G-STAR RAW Store;Date First Available: \n1 April 2021\n\n\nManufacturer: \nG-STAR RAW\n\n\nASIN: \nB091KMN61B\n\n\nItem model number: \nD15273\n\n\nDepartment: \nWomen's;['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/31lgE-FbqvL.jpg, https://m.media-amazon.com/images/I/31AI5R59eAL.jpg, https://m.media-amazon.com/images/I/416vfasw7XL.jpg, https://m.media-amazon.com/images/I/31htzWdi5LL.jpg, https://m.media-amazon.com/images/I/31O8k-tHd+L.jpg, https://m.media-amazon.com/images/I/31-ANbIBUhL.jpg, https://m.media-amazon.com/images/I/31UrbaLdbkL.jpg;Fabric;Textile;Rubber;Lace-Up;2 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B08FJDN3JX;bugatti Men's 321480145450 Sneaker;B08FJDN3JX;21.04;bugatti;"Package Dimensions: \n1 x 1 x 1 cm; 780 Grams\n\n\nDate First Available: \n10 Aug. 2020\n\n\nManufacturer: \nbugatti\n\n\nASIN: \nB08FJDJB2X\n\n\nItem model number: \n321480145450\n\n\nDepartment: \nMen's";['Shoes', Men's Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41AotcTRkKL.jpg, https://m.media-amazon.com/images/I/41bQAROuCCL.jpg, https://m.media-amazon.com/images/I/41trm-qqFfL.jpg, https://m.media-amazon.com/images/I/317h-PdDG8L.jpg, https://m.media-amazon.com/images/I/31ci8K1wqiL.jpg, https://m.media-amazon.com/images/I/31MKEU8CLgL.jpg, https://m.media-amazon.com/images/I/41VRCc8VfaL.jpg;Synthetic;Manmade;synthetic;Lace-Up;1 centimetres;Flat;Medium
https://www.amazon.co.uk/dp/B07SSCR3WQ;Geox J Android Girl C Low-Top Sneakers Child;B07SSCR3WQ;28.31;Visit the Geox Store;"Batteries: \n2 Lithium Metal batteries required. (included)\n\n\nPackage Dimensions: \n23.2 x 19 x 9.4 cm; 291 Grams\n\n\nDate First Available: \n14 Jun. 2019\n\n\nManufacturer: \nGeox\n\n\nASIN: \nB07STFZRXW\n\n\nItem model number: \nJ0245C0AJAS\n\n\nDepartment: \nGirl's";['Shoes', Girls' Shoes, 'Fashion & Athletic Trainers', 'Fashion Trainers'];https://m.media-amazon.com/images/I/41B1usplpvL.jpg, https://m.media-amazon.com/images/I/41Jw5nUPN9L.jpg, https://m.media-amazon.com/images/I/41y7mmrWmyL.jpg, https://m.media-amazon.com/images/I/31myCRxTdhL.jpg, https://m.media-amazon.com/images/I/41Y3c7SG+hL.jpg, https://m.media-amazon.com/images/I/41OADucTgWL.jpg, https://m.media-amazon.com/images/I/417yYSLbRqL.jpg;Synthetic;Mesh;Synthetic;Lace-Up;3 centimetres;Flat;Normal
https://www.amazon.co.uk/dp/B08SR6PF4Q;SAGUARO Men's Women's Barefoot Shoes Hiking Shoes Trail Running Shoes Minimalist Outdoor Water Sports Shoes Size 36-48;B08SR6PF4Q;34.44;Visit the SAGUARO Store;"Package Dimensions: \n29.6 x 11 x 8.6 cm; 440 Grams\n\n\nDate First Available: \n29 July 2021\n\n\nASIN: \nB08SR6PF4Q\n\n\nDepartment: \nUnisex";['Shoes', Women's Shoes, 'Fashion & Athletic Trainers', 'Sports & Outdoor Shoes', 'Running Shoes', 'Trail Running Shoes'];https://m.media-amazon.com/images/I/41SZdLyIbUS.jpg, https://m.media-amazon.com/images/I/51rRd5AT0-S.jpg, https://m.media-amazon.com/images/I/51F1rFn0a7S.jpg, https://m.media-amazon.com/images/I/51-mYpwg+pS.jpg, https://m.media-amazon.com/images/I/51ZUFvILiqS.jpg, https://m.media-amazon.com/images/I/51bGOHtj52S.jpg, https://m.media-amazon.com/images/I/51UpxWYJkqS.jpg;breathable, quick-drying;comfortable, breathable and soft;non-slip, abrasion-resistant and high safety;Lace-Up;1 centimetres;Flat;Normal
